LINK,BRAND,PRODUCT,PRICE,COUNT OF FAVORITE,RATING,RATING SCORE
https://www.trendyol.com/samsung/galaxy-z-flip5-512-gb-koyu-gri-samsung-turkiye-garantili-p-745785529,Samsung,Galaxy Z Flip5 512 GB Koyu Gri (Samsung Türkiye Garantili),49.549 TL,1533 kişi favoriledi!,(13),4.8
https://www.trendyol.com/apple/iphone-14-plus-128-gb-mor-p-355707141,Apple,iPhone 14 Plus 128 GB Mor,52.999 TL,25.1B kişi favoriledi!,(245),4.7
https://www.trendyol.com/apple/yenilenmis-iphone-7-32-gb-gold-cep-telefonu-12-ay-garantili-c-kalite-p-851664357,Apple,Yenilenmiş iPhone 7 32 GB Gold Cep Telefonu (12 Ay Garantili) - C Kalite,3.799 TL,,,
https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-512-gb-gumus-cep-telefonu-12-ay-garantili-c-kalite-p-846746250,Apple,Yenilenmiş iPhone 13 Pro Max 512 GB Gümüş Cep Telefonu (12 Ay Garantili) - C Kalite,59.399 TL,137 kişi favoriledi!,,
https://www.trendyol.com/samsung/galaxy-a34-256-gb-8-gb-ram-siyah-cep-telefonu-samsung-turkiye-garantili-p-733472262,Samsung,Galaxy A34 256 GB 8 GB RAM Siyah Cep Telefonu (Samsung Türkiye Garantili),16.490 TL,10.6B kişi favoriledi!,(383),4.6
https://www.trendyol.com/xiaomi/redmi-12-128-gb-4-gb-ram-mavi-cep-telefonu-xiaomi-turkiye-garantili-p-761622996,Xiaomi,Redmi 12 128 GB 4 GB RAM Mavi Cep Telefonu (Xiaomi Türkiye Garantili),7.850 TL,3317 kişi favoriledi!,(57),4.5
https://www.trendyol.com/samsung/yenilenmis-galaxy-a51-128-gb-12-ay-delta-servis-garantili-b-grade-p-730279317,Samsung,Yenilenmiş Galaxy A51 128 Gb (12 Ay Delta Servis Garantili) - B Grade,4.999 TL,,,
https://www.trendyol.com/vivo/y16-64-gb-telefon-siyah-4-gb-ram-tr-garantili-p-442419658,vivo,Y16 64 GB Telefon Siyah 4 GB RAM TR Garantili,5.499 TL,2246 kişi favoriledi!,(90),4.5
https://www.trendyol.com/huawei/yenilenmis-huawei-p40-lite-e-64gb-siyah-b-kalite-p-851580131,Huawei,Yenilenmiş Huawei P40 Lite E 64GB Siyah - B Kalite,3.999 TL,,(1),5.0
https://www.trendyol.com/realme/10-pro-12gb-256-gb-bulutsu-mavi-p-681121523,realme,10 Pro+ 12GB+256 GB Bulutsu Mavi,14.999 TL,999 kişi favoriledi!,(23),4.7
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/xiaomi/11-lite-6-gb-128-gb-cep-telefonu-mavi-xiaomi-turkiye-garantili-p-103943565,Xiaomi,11 Lite 6 GB+128 GB Cep Telefonu - Mavi (Xiaomi Türkiye Garantili),12.950 TL,6598 kişi favoriledi!,(258),4.5
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-256-gb-uzay-siyahi-cep-telefonu-12-ay-garantili-b-kalite-p-846882207,Apple,Yenilenmiş iPhone 14 Pro Max 256 GB Uzay Siyahı Cep Telefonu (12 Ay Garantili) - B Kalite,68.999 TL,,,
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/tecno/pova4-8gb-128gb-8-5-ram-lav-turuncusu-p-636437418,TECNO,Pova4 8gb/128gb 8 5 Ram Lav Turuncusu,7.379 TL,2295 kişi favoriledi!,(99),4.7
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/apple/yenilenmis-iphone-x-256-gb-space-gray-cep-telefonu-12-ay-garantili-uyumlu-p-300865813,Apple,Yenilenmiş İphone X 256 Gb Space Gray Cep Telefonu (12 Ay Garantili) Uyumlu,13.499 TL,301 kişi favoriledi!,(3),3.7
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/samsung/galaxy-a51-si-yah-128-gb-6-gb-ram-yenlenmis-urun-sifir-gibi-p-790275752,Samsung,Galaxy A51 Si?yah 128 Gb 6 Gb Ram Yenlenmiş Ürün (SIFIR GİBİ),6.099 TL,354 kişi favoriledi!,(12),4.7
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/samsung/yenilenmis-galaxy-s23-256gb-a-kalite-yesil-p-812199233,Samsung,Yenilenmiş Galaxy S23 256gb -a Kalite- Yeşil,29.625 TL,,(2),4.5
https://www.trendyol.com/xiaomi/yenilenmis-xiaomi-redmi-note-9-pro-64-gb-beyaz-cep-telefonu-p-373126247,Xiaomi,Yenilenmiş Xiaomi Redmi Note 9 Pro 64 GB Beyaz Cep Telefonu,4.845 TL,,,
https://www.trendyol.com/tecno/camon-20-pro-256-gb-8-gb-ram-beyaz-tecno-turkiye-garantili-p-779256247,TECNO,CAMON 20 Pro 256 GB / 8 GB RAM Beyaz ( TECNO Türkiye Garantili),12.989 TL,1956 kişi favoriledi!,(57),4.7
https://www.trendyol.com/samsung/galaxy-a34-5g-128-gb-8-gb-ram-gumus-p-679425555,Samsung,Galaxy A34 5g 128 Gb 8 Gb Ram Gümüş,16.999 TL,17B kişi favoriledi!,(644),4.6
https://www.trendyol.com/oneplus/nord-3-5g-256-gb-16-gb-ram-misty-green-cep-telefonu-oneplus-turkiye-garantili-p-771537413,Oneplus,Nord 3 5G 256 GB 16 GB RAM Misty Green Cep Telefonu (Oneplus Türkiye Garantili),24.999 TL,353 kişi favoriledi!,(5),4.8
https://www.trendyol.com/tecno/camon-19-neo-128-6-gb-cep-telefonu-p-379257286,TECNO,Camon 19 Neo 128/6 GB Cep Telefonu,5.945 TL,1158 kişi favoriledi!,(62),4.4
https://www.trendyol.com/vivo/y36-256-gb-8-gb-ram-meteor-siyahi-cep-telefonu-vivo-turkiye-garantili-p-744101124,vivo,Y36 256 GB 8 GB RAM Meteor Siyahı Cep Telefonu (vivo Türkiye Garantili),11.400 TL,1943 kişi favoriledi!,(88),4.6
https://www.trendyol.com/omix/x600-128-gb-4-gb-ram-turkiye-garantili-p-368222412,omix,X600 128 GB 4 GB Ram (Türkiye Garantili),5.899 TL,1032 kişi favoriledi!,(23),4.5
https://www.trendyol.com/tecno/pova-neo-128-gb-6-gb-ram-turkiye-garantili-p-357129512,TECNO,Pova Neo 128 Gb 6 Gb Ram (türkiye Garantili),6.999 TL,355 kişi favoriledi!,(8),4.5
https://www.trendyol.com/ovion/ovion-v20-pro-8-256-siyah-cep-telefonu-p-846716275,OVİON,Ovion V20 Pro 8/256 Siyah Cep Telefonu,9.999 TL,,(1),5.0
https://www.trendyol.com/xiaomi/redmi-note-12-pro-plus-5g-12gb-256-gb-akilli-cep-telefonu-mavi-xiaomi-turkiye-garantili-p-821208090,Xiaomi,Redmi Note 12 Pro Plus 5G 12GB+256 GB Akıllı Cep Telefonu - MAVİ (Xiaomi Türkiye Garantili),17.999 TL,,,
https://www.trendyol.com/apple/iphone-12-64-gb-yesil-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-54706391,Apple,iPhone 12 64 GB Yeşil Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),27.499 TL,11.3B kişi favoriledi!,(156),4.8
https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-64-gb-altin-64-gb-altin-b-grade-p-689223095,Apple,Yenilenmiş Iphone 11 Pro 64 Gb Altın 64 Gb Altın B Grade,22.444 TL,127 kişi favoriledi!,(1),5.0
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-yesil-cep-telefonu-12-ay-garantili-a-kalite-p-689223321,Apple,Yenilenmiş iPhone 11 64 GB Yeşil Cep Telefonu (12 Ay Garantili) - A Kalite,16.886 TL,1232 kişi favoriledi!,(14),4.6
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/xiaomi/redmi-note-12s-256-gb-8-gb-ram-siyah-cep-telefonu-xiaomi-turkiye-garantili-p-712559103,Xiaomi,Redmi Note 12S 256 GB 8 GB RAM Siyah Cep Telefonu (Xiaomi Türkiye Garantili),10.495 TL,4287 kişi favoriledi!,(89),4.5
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/infinix/hot-30i-x669c-akilli-telefon-128-gb-hafiza-8-gb-ram-6-56-inc-full-hd-ekran-p-739765879,INFINIX,"Hot 30i X669c Akıllı Telefon - 128 Gb Hafıza, 8 Gb Ram, 6.56 Inç Full Hd Ekran",5.849 TL,284 kişi favoriledi!,(9),3.8
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/realme/gt-2-256-gb-12-gb-ram-beyaz-cep-telefonu-p-685310188,realme,GT 2 256 GB 12 GB RAM Beyaz Cep Telefonu,20.499 TL,1599 kişi favoriledi!,(150),4.7
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-128-gb-12-ay-delta-servis-garantili-c-kalite-p-856852381,Samsung,Yenilenmiş Samsung Galaxy S22 128 GB (12 Ay Delta Servis Garantili) - C Kalite,13.999 TL,,,
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/samsung/yenilenmis-galaxy-z-flip3-128-gb-yesil-cep-telefonu-12-ay-garantili-b-kalite-p-849655292,Samsung,Yenilenmiş Galaxy Z Flip3 128 Gb Yeşil Cep Telefonu (12 AY GARANTİLİ) - B Kalite,17.699 TL,,,
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-purple-cep-telefonu-12-ay-garantili-b-kalite-p-331965112,Apple,Yenilenmiş iPhone 11 64 GB Purple Cep Telefonu (12 Ay Garantili) - B Kalite,15.999 TL,3178 kişi favoriledi!,(23),4.6
https://www.trendyol.com/xiaomi/yenilenmis-mi-note-10-lite-128-gb-p-683365913,Xiaomi,Yenilenmiş Mi Note 10 Lite 128 Gb,7.700 TL,,,
https://www.trendyol.com/vivo/y27-128-gb-6-gb-ram-koyu-bordo-cep-telefonu-turkiye-garantili-p-775776847,vivo,Y27 128 Gb 6 Gb Ram Koyu Bordo Cep Telefonu ( Türkiye Garantili),"7.075,99 TL",413 kişi favoriledi!,(18),4.6
https://www.trendyol.com/honor/90-12-gb-ram-512-gb-yesil-cep-telefonu-honor-turkiye-garantili-p-754983932,Honor,90 12 GB RAM 512 GB Yeşil Cep Telefonu (Honor Türkiye Garantili),22.999 TL,3712 kişi favoriledi!,(75),4.8
https://www.trendyol.com/realme/12pro-8gb-256gb-akilli-telefon-kasif-beji-p-848512531,realme,12Pro 8GB+256GB Akıllı Telefon Kâşif Beji,19.949 TL,,,
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a54-128gb-a-kalite-siyah-p-844140923,Samsung,Yenilenmiş SAMSUNG GALAXY A54 128GB -A Kalite- Siyah,12.699 TL,,,
https://www.trendyol.com/xiaomi/redmi-note-11-pro-128-gb-8-gb-ram-gri-cep-telefonu-xiaomi-turkiye-garantili-p-342008007,Xiaomi,Redmi Note 11 Pro 128 GB 8 GB RAM Gri Cep Telefonu (Xiaomi Türkiye Garantili),11.499 TL,10.1B kişi favoriledi!,(548),4.7
https://www.trendyol.com/casper/via-a40-256-gb-8-gb-ram-mavi-p-789060001,CASPER,VIA A40 256 GB 8 GB RAM Mavi,9.697 TL,390 kişi favoriledi!,(10),4.4
https://www.trendyol.com/xiaomi/redmi-note-12-pro-plus-5g-8gb-256-gb-akilli-cep-telefonu-beyaz-xiaomi-turkiye-garantili-p-812620553,Xiaomi,Redmi Note 12 Pro Plus 5G 8GB+256 GB Akıllı Cep Telefonu - Beyaz (Xiaomi Türkiye Garantili),16.999 TL,325 kişi favoriledi!,(2),5.0
https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-altin-cep-telefonu-12-ay-garantili-a-kalite-p-689224399,Apple,Yenilenmiş Iphone 13 Pro Max 128 Gb Altın Cep Telefonu (12 Ay Garantili) - A Kalite,55.699 TL,721 kişi favoriledi!,(3),5.0
https://www.trendyol.com/samsung/galaxy-s20-fe-256-gb-snapdragon-beyaz-cep-telefonu-samsung-turkiye-garantili-p-177430055,Samsung,Galaxy S20 FE 256 GB Snapdragon Beyaz Cep Telefonu (Samsung Türkiye Garantili),24.999 TL,11B kişi favoriledi!,(407),4.6
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s21-ultra-256gb-a-kalite-gumus-p-847260683,Samsung,Yenilenmiş SAMSUNG GALAXY S21 ULTRA 256GB -A Kalite- Gümüş,27.525 TL,,,
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/oppo/a96-128-gb-6-gb-ram-prism-black-cep-telefonu-oppo-turkiye-garantili-p-336024874,Oppo,A96 128 GB 6 GB RAM Prism Black Cep Telefonu (Oppo Türkiye Garantili),13.199 TL,6005 kişi favoriledi!,(188),4.5
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a54-256gb-b-kalite-beyaz-p-832530619,Samsung,Yenilenmiş SAMSUNG GALAXY A54 256GB -B Kalite- Beyaz,12.569 TL,,(1),4.0
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/apple/yenilenmis-iphone-14-pro-max-256gb-b-grade-derin-mor-p-850251532,Apple,Yenilenmiş iPhone 14 Pro Max 256GB B Grade Derin Mor,68.999 TL,,,
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-z-flip-5-256-gb-12-ay-delta-servis-garantili-b-kalite-p-845182986,Samsung,Yenilenmiş Samsung Galaxy Z Flip 5 256 GB (12 Ay Delta Servis Garantili) - B Kalite,30.999 TL,,,
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/poco/x3-pro-8gb-43-256-gb-bronz-cep-telefonu-xiaomi-turkiye-garantili-p-100045131,POCO,X3 Pro 8GB &#43; 256 GB Bronz Cep Telefonu (XİAOMİ TÜRKİYE GARANTİLİ),15.640 TL,6403 kişi favoriledi!,(659),4.8
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/xiaomi/redmi-8a-32-gb-siyah-cep-telefonu-teshir-p-834676472,Xiaomi,Redmi 8A 32 GB Siyah Cep Telefonu TEŞHİR,2.899 TL,125 kişi favoriledi!,(1),1.0
https://www.trendyol.com/oppo/reno-4-lite-128-gb-siyah-garantili-kutulu-p-736256880,Oppo,RENO 4 LİTE 128 GB SİYAH GARANTİLİ KUTULU,8.499 TL,161 kişi favoriledi!,(1),5.0
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s20-plus-128gb-siyah-a-kalite-p-775550205,Samsung,Yenilenmiş Samsung Galaxy S20 Plus 128GB Siyah A Kalite,10.499 TL,,,
https://www.trendyol.com/apple/yenilenmis-iphone-11-64-gb-beyaz-cep-telefonu-12-ay-garantili-a-kalite-p-689225733,Apple,Yenilenmiş iPhone 11 64 GB Beyaz Cep Telefonu (12 Ay Garantili) - A Kalite,18.295 TL,4141 kişi favoriledi!,(50),4.0
https://www.trendyol.com/apple/yenilenmis-iphone-11-pro-max-512-gb-altin-b-grade-p-689224817,Apple,Yenilenmiş Iphone 11 Pro Max 512 Gb Altın B Grade,31.199 TL,,,
https://www.trendyol.com/tecno/spark-20-8-128-gb-tecno-turkiye-garantili-p-815116231,TECNO,Spark 20 8/128 GB (TECNO Türkiye Garantili),7.399 TL,,,
https://www.trendyol.com/xiaomi/redmi-10-2022-128-gb-4-gb-ram-cakil-beyazi-cep-telefonu-xiaomi-turkiye-garantili-p-242166274,Xiaomi,Redmi 10 2022 128 GB 4 GB RAM Çakıl Beyazı Cep Telefonu (Xiaomi Türkiye Garantili),7.499 TL,11.7B kişi favoriledi!,(650),4.7
https://www.trendyol.com/omix/x5-4-4-128gb-beyaz-p-735161053,omix,X5 4 4 128gb Beyaz,5.935 TL,2421 kişi favoriledi!,(26),4.7
https://www.trendyol.com/casper/via-a40-256-gb-8-gb-ram-gece-mavisi-p-789060483,CASPER,VIA A40 256 GB 8 GB RAM Gece Mavisi,8.999 TL,996 kişi favoriledi!,(25),4.3
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-a32-128gb-a-kalite-siyah-p-788404994,Samsung,Yenilenmiş SAMSUNG GALAXY A32 128GB -A Kalite- Siyah,5.930 TL,576 kişi favoriledi!,(11),4.1
https://www.trendyol.com/reeder/s19-max-pro-s-8gb-128-gb-light-blue-cep-telefonu-turkiye-garantili-p-742779040,Reeder,S19 Max Pro S 8gb 128 Gb Light Blue Cep Telefonu ( Türkiye Garantili),4.619 TL,494 kişi favoriledi!,(9),4.1
https://www.trendyol.com/vivo/y17s-128-gb-4-gb-ram-isiltili-mor-cep-telefonu-turkiye-garantili-p-775975349,vivo,Y17s 128 Gb 4 Gb Ram Işıltılı Mor Cep Telefonu ( Türkiye Garantili),6.299 TL,2544 kişi favoriledi!,(60),4.7
https://www.trendyol.com/xiaomi/redmi-12-8gb-256gb-akilli-cep-telefonu-siyah-xiaomi-turkiye-garantili-p-797552651,Xiaomi,Redmi 12 8GB + 256GB Akıllı Cep Telefonu - Siyah (Xiaomi Türkiye Garantili),9.490 TL,1174 kişi favoriledi!,(17),5.0
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/casper/via-x30-plus-8gb-ram-256-gb-platin-antrasit-p-658592182,CASPER,VIA X30 Plus 8GB RAM 256 GB Platin Antrasit,8.600 TL,1794 kişi favoriledi!,(55),4.5
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/apple/yenilenmis-iphone-12-64gb-c-kalite-kirmizi-p-795160256,Apple,Yenilenmiş IPHONE 12 64GB -C Kalite- Kırmızı,20.898 TL,,,
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/tecno/spark-go-2023-3gb-64-gb-mavi-p-700453938,TECNO,Spark Go 2023 3GB 64 GB Mavi,4.270 TL,1377 kişi favoriledi!,(54),4.4
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/infinix/hot-30i-x669c-8gb-ram-128gb-hafiza-siyah-akilli-telefon-p-739766275,INFINIX,"Hot 30i X669c, 8gb Ram, 128gb Hafıza, Siyah Akıllı Telefon",6.400 TL,2966 kişi favoriledi!,(84),4.2
https://www.trendyol.com/agm-mobile/agm-m9-4g-lte-tuslu-dayanikli-cep-telefonu-p-835468804,AGM Mobile,AGM M9 4G LTE Tuşlu Dayanıklı Cep Telefonu,5.674 TL,,(3),3.7
https://www.trendyol.com/realme/12-lite-8-256-gb-kaya-siyahi-p-826542289,realme,12 LITE 8+256 GB KAYA SİYAHI,10.349 TL,238 kişi favoriledi!,(2),5.0
https://www.trendyol.com/jaxel/yuksek-ses-hizli-arama-efsane-tuslu-cep-telefonu-p-853553426,JAXEL,Yüksek Ses Hızlı Arama Efsane Tuşlu Cep Telefonu,799 TL,,,
https://www.trendyol.com/samsung/yenilenmis-galaxy-note-10-lite-128-gb-kirmizi-cep-telefonu-12-ay-garantili-p-695755645,Samsung,Yenilenmiş Galaxy Note 10 Lite 128 GB Kırmızı Cep Telefonu (12 Ay Garantili),8.099 TL,,,
https://www.trendyol.com/xiaomi/redmi-note-11-pro-128-gb-8-gb-ram-beyaz-cep-telefonu-xiaomi-turkiye-garantili-p-269786200,Xiaomi,Redmi Note 11 Pro 128 Gb 8 Gb Ram Beyaz Cep Telefonu (XİAOMİ TÜRKİYE GARANTİLİ),11.499 TL,13.7B kişi favoriledi!,(609),4.6
https://www.trendyol.com/apple/yenilenmis-iphone-xs-64-gb-gumus-cep-telefonu-12-ay-garantili-b-kalite-p-653345706,Apple,Yenilenmiş iPhone Xs 64 GB Gümüş Cep Telefonu (12 Ay Garantili) - B Kalite,16.199 TL,2035 kişi favoriledi!,(1),5.0
https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-128-gb-hafiza-cift-sim-kart-p-848804239,General Mobile,Era 50 12gb 6gb 6gb Genişletilmiş Ram 128 Gb Hafıza Çift Sim Kart,8.995 TL,,,
https://www.trendyol.com/samsung/galaxy-a32-128-gb-siyah-cep-telefonu-samsung-turkiye-garantili-p-99574269,Samsung,Galaxy A32 128 GB Siyah Cep Telefonu (Samsung Türkiye Garantili),16.999 TL,37B kişi favoriledi!,(2718),4.7
https://www.trendyol.com/apple/yenilenmis-iphone-13-pro-max-128-gb-grafit-cep-telefonu-12-ay-garantili-b-kalite-p-846668416,Apple,Yenilenmiş iPhone 13 Pro Max 128 GB Grafit Cep Telefonu (12 Ay Garantili) - B Kalite,55.699 TL,,,
https://www.trendyol.com/casper/via-x40-256-gb-8-gb-ram-gece-siyahi-amoled-ekran-p-806447012,CASPER,VIA X40 256 Gb 8 Gb Ram Gece Siyahı (AMOLED EKRAN),11.300 TL,728 kişi favoriledi!,(16),4.4
https://www.trendyol.com/samsung/galaxy-note-20-256gb-a-kalite-gri-p-827817651,Samsung,GALAXY NOTE 20 256GB -A Kalite- Gri,16.499 TL,,(4),4.5
https://www.trendyol.com/samsung/galaxy-a34-5g-128-gb-8-gb-ram-yesil-p-679425556,Samsung,Galaxy A34 5g 128 Gb 8 Gb Ram Yeşil,16.899 TL,10B kişi favoriledi!,(557),4.7
https://www.trendyol.com/hiking/a48-6-128gb-akilli-telefon-turkiye-uretici-garantili-p-834410352,Hiking,A48 6/128GB Akıllı Telefon (Türkiye Üretici Garantili),7.299 TL,,,
https://www.trendyol.com/apple/iphone-15-pro-512-gb-beyaz-titanyum-p-762254875,Apple,iPhone 15 Pro 512 GB Beyaz Titanyum,76.999 TL,2985 kişi favoriledi!,(8),4.3
https://www.trendyol.com/omix/x4-6gb-128gb-p-825216011,omix,X4 6gb/128gb,5.499 TL,,(2),4.0
https://www.trendyol.com/general-mobile/era-50-12gb-6gb-6gb-genisletilmis-ram-128-gb-hafiza-cift-sim-kart-p-848804271,General Mobile,Era 50 12gb (6GB 6GB GENİŞLETİLMİŞ RAM) 128 Gb Hafıza Çift Sim Kart,8.995 TL,,,
https://www.trendyol.com/apple/iphone-11-64-gb-beyaz-cep-telefonu-aksesuarsiz-kutu-apple-turkiye-garantili-p-65149494,Apple,iPhone 11 64 GB Beyaz Cep Telefonu Aksesuarsız Kutu (Apple Türkiye Garantili),23.999 TL,229B kişi favoriledi!,(8870),4.8
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s22-ultra-128gb-a-kalite-bordo-p-844066255,Samsung,Yenilenmiş SAMSUNG GALAXY S22 ULTRA 128GB -A Kalite- Bordo,32.450 TL,,,
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-mavi-titanyum-p-762254884,Apple,iPhone 15 Pro Max 256 GB Mavi Titanyum,81.999 TL,13.3B kişi favoriledi!,(74),4.7
https://www.trendyol.com/samsung/yenilenmis-samsung-galaxy-s23-256-gb-yesil-cep-telefonu-12-ay-garantili-b-kalite-p-848785049,Samsung,Yenilenmiş Samsung Galaxy S23 256 GB Yeşil Cep Telefonu (12 Ay Garantili) - B Kalite,28.699 TL,,,
https://www.trendyol.com/apple/iphone-14-128-gb-gece-yarisi-p-355707175,Apple,iPhone 14 128 GB Gece Yarısı,45.499 TL,28.3B kişi favoriledi!,(518),4.7
https://www.trendyol.com/samsung/galaxy-a52-mavi-128-gb-8-gb-ram-yenilenmis-urun-sifir-gibi-p-805099012,Samsung,Galaxy A52 Mavi 128 GB 8 GB Ram YENİLENMİŞ ÜRÜN (Sıfır Gibi),8.759 TL,,(1),5.0
https://www.trendyol.com/apple/iphone-15-pro-max-256-gb-siyah-titanyum-p-762254852,Apple,iPhone 15 Pro Max 256 GB Siyah Titanyum,82.999 TL,11.6B kişi favoriledi!,(77),4.6
https://www.trendyol.com/apple/yenilenmis-iphone-7-plus-128gb-jet-black-a-kalite-p-776082678,Apple,Yenilenmiş iPhone 7 Plus 128GB Jet Black A Kalite,6.699 TL,714 kişi favoriledi!,(8),2.9
